Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450077168;FONTAINE_BOIS;Bayard BF3;;;RUE CURIAL;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.374873866941714, 48.8956405437863]}";48.8956405438,2.37487386694
450077424;FONTAINE_BOIS;Bayard D1;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-11T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.299912030198385, 48.832296501280155]}";48.8322965013,2.2999120302
450077484;FONTAINE_BOIS;Bayard D1;;;RUE GODEFROY CAVAIGNAC;PARIS 11EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.380965837374755, 48.85613386445924]}";48.8561338645,2.38096583737
450077489;FONTAINE_BOIS;Bayard D1;;;PLACE CARREE;PARIS 1ER ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;;"{""type"": ""Point"", ""coordinates"": [2.344480941677968, 48.862396266922126]}";48.8623962669,2.34448094168
450077503;FONTAINE_BOIS;GHM Bois;;;ALLEE DES CARDINOUX;PARIS 19EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.372126354777309, 48.89991081624743]}";48.8999108162,2.37212635478
450080368;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE LENOIR;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.326944384760459, 48.83944882257557]}";48.8394488226,2.32694438476
450080497;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.380116916556104, 48.76286079863012]}";48.7628607986,2.38011691656
450080638;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;28;;RUE HELENE JAKUBOWICZ;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.398142366935494, 48.86964594007113]}";48.8696459401,2.39814236694
450080263;FONTAINE_BOIS;;;;AVENUE DU GENERAL LECLERC;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-03-31T02:00:00+00:00;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.420908252476537, 48.90762527410239]}";48.9076252741,2.42090825248
450080270;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.405421200202033, 48.90415239794045]}";48.9041523979,2.4054212002
450080291;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.368243852762117, 48.81083296929713]}";48.8108329693,2.36824385276
450019335;FONTNE_WALLACE;Caryatides;;75F;PLACE CHARLES FILLION;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.317469511534254, 48.886824359988815]}";48.88682436,2.31746951153
450019301;FONTNE_WALLACE;Caryatides;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.347570882725591, 48.85543855920883]}";48.8554385592,2.34757088273
450024944;FONTNE_WALLACE;Caryatides;;1;PLACE HENRI ROLLET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.293310184957793, 48.83590418469005]}";48.8359041847,2.29331018496
450019336;FONTNE_WALLACE;Caryatides;12F;;BOULEVARD DES BATIGNOLLES;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.326095119956838, 48.88331088238373]}";48.8833108824,2.32609511996
450070434;FONTNE_WALLACE;Caryatides;16F;;RUE DES MURIERS;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.391152410276568, 48.864982074609046]}";48.8649820746,2.39115241028
450071235;FTNE_POING_EAU;Fontaine Poing d'Eau;;111;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.409849441591312, 48.85636746631878]}";48.8563674663,2.40984944159
450024984;BORNE_FONTAINE;GHM Ville de Paris;;13F;QUAI D AUSTERLITZ;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.372872918429802, 48.8384007098866]}";48.8384007099,2.37287291843
450024987;BORNE_FONTAINE;GHM Ville de Paris;42;;RUE CASSINI;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.336067709046215, 48.83729003881578]}";48.8372900388,2.33606770905
450080679;FONTAINE_2EN1;Fontaine Totem 2en1;F54;;RUE CHARLES MOUREU;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.360772130750511, 48.82908857899252]}";48.829088579,2.36077213075
450080318;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE DU MARCHE SAINT HONORE;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.331303450318449, 48.866557891544986]}";48.8665578915,2.33130345032
450080478;FONTAINE_ARCEAU;Fontaine Arceau;;5F;PLACE DE LA NATION;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.395258716650147, 48.849222361086476]}";48.8492223611,2.39525871665
450025481;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA FERME;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.4640376069421412, 48.82733871436949]}";48.8273387144,2.46403760694
450025183;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE FONTENAY;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.463343270740147, 48.84215330062652]}";48.8421533006,2.46334327074
450024933;FONTAINE_BOIS;GHM Bois;;;PLACE PAUL VERLAINE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.352028176213739, 48.82793683093271]}";48.8279368309,2.35202817621
450072253;FONTAINE_BOIS;Particulier;;;PARC KELLERMANN;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.355359111585639, 48.81768633492467]}";48.8176863349,2.35535911159
450072606;FONTAINE_BOIS;Bayard D1;;5;RUE DE NOISY LE SEC;PARIS 20EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.411432946942238, 48.872752594245796]}";48.8727525942,2.41143294694
450072305;FONTAINE_BOIS;Particulier;;;AVENUE DE LA SIBELLE;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.33810463246284, 48.82641668057448]}";48.8264166806,2.33810463246
450071602;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE DU TEMPLE;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.360198079368303, 48.864907086663905]}";48.8649070867,2.36019807937
450071809;FONTAINE_BOIS;GHM Bois;;;RUE DES ARENES;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.353369582240407, 48.84519786056851]}";48.8451978606,2.35336958224
450072443;FONTAINE_BOIS;Bayard D1;;;SQUARE DE L AMERIQUE LATINE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.289678492338032, 48.886079934613036]}";48.8860799346,2.28967849234
450071820;FONTAINE_BOIS;GHM Bois;;;SQUARE FELIX DESRUELLES;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.334343324558051, 48.85370612530933]}";48.8537061253,2.33434332456
450071920;FONTAINE_BOIS;GHM Bois;2B;;RUE ROBERT BLANCHE;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.364187567373488, 48.877154818702806]}";48.8771548187,2.36418756737
450072219;FONTAINE_BOIS;GHM Bois;;;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.369353530365025, 48.82532604848758]}";48.8253260485,2.36935353037
450072227;FONTAINE_BOIS;Particulier;;;JARDIN DES 2 MOULINS;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.358030695183417, 48.830490553643074]}";48.8304905536,2.35803069518
450072331;FONTAINE_BOIS;GHM Bois;;;SQUARE GERBERT;PARIS 15EME ARRONDISSEMENT;NON;2020-12-11T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.297905379388302, 48.83997614482972]}";48.8399761448,2.29790537939
450070463;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DU BORD DE L EAU;PARIS 16EME ARRONDISSEMENT;NON;2020-04-30T02:00:00+00:00;;APP SANS EAU;"{""type"": ""Point"", ""coordinates"": [2.228583990374938, 48.8579596587482]}";48.8579596587,2.22858399037
450072580;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE MONSEIGNEUR MAILLET;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.393577090781594, 48.87712703026395]}";48.8771270303,2.39357709078
450072614;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.384267665122935, 48.87087945325193]}";48.8708794533,2.38426766512
450072456;FONTAINE_BOIS;Particulier;;;SQUARE ERNEST CHAUSSON;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.324921679698399, 48.88751504501735]}";48.887515045,2.3249216797
450072629;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;FACE 9;AVENUE GAMBETTA;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.389762730890029, 48.86318339859157]}";48.8631833986,2.38976273089
450072343;FONTAINE_BOIS;Bayard D1;;;PLACE 5 MARTYRS LYCEE BUFFON;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.318075484853397, 48.839607447828556]}";48.8396074478,2.31807548485
450072506;FONTAINE_BOIS;GHM Bois;22;;RUE RAYMOND QUENEAU;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.361182497587972, 48.89570972613115]}";48.8957097261,2.36118249759
450072406;FONTAINE_BOIS;Bayard D1;;;PARC DE PASSY;PARIS 16EME ARRONDISSEMENT;NON;2021-02-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.283600581241559, 48.856115208614476]}";48.8561152086,2.28360058124
450072411;FONTAINE_BOIS;Bayard D1;;;AVENUE DE POLOGNE;PARIS 16EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.272866811336414, 48.86860948626859]}";48.8686094863,2.27286681134
450072146;FONTAINE_BOIS;GHM Bois;;;JARDIN EMILE GALLE;PARIS 11EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.390324786110038, 48.854061900879515]}";48.8540619009,2.39032478611
450070471;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DE LONGCHAMP;PARIS 16EME ARRONDISSEMENT;NON;2021-01-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;APP SANS EAU;"{""type"": ""Point"", ""coordinates"": [2.250793525371261, 48.86779400520949]}";48.8677940052,2.25079352537
450071879;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.306809275361101, 48.878552924703484]}";48.8785529247,2.30680927536
450071881;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.308477241351893, 48.878404291415656]}";48.8784042914,2.30847724135
450072644;FONTAINE_BOIS;GHM Bois;;;RUE DU COMMANDANT L HERMINIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.4161158938464933, 48.848764957839684]}";48.8487649578,2.41611589385
450072660;FONTAINE_BOIS;GHM Bois;4;;RUE DU TRANSVAAL;PARIS 20EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.387061161927332, 48.87142334774322]}";48.8714233477,2.38706116193
450077091;FONTAINE_BOIS;Particulier;;;AVENUE DE LA PORTE DE VANVES;PARIS 14EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.303623912041894, 48.825085055359814]}";48.8250850554,2.30362391204
450077178;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE RENE FONCK;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.408545699406803, 48.87910991753144]}";48.8791099175,2.40854569941
450077730;FONTAINE_BOIS;;;;CITE NICOLAS POUSSIN;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.330018376971975, 48.83829443526197]}";48.8382944353,2.33001837697
450077736;FONTAINE_BOIS;;;;AVENUE DE LA CHAPELLE;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.39113681261233, 48.863213867273664]}";48.8632138673,2.39113681261
450077739;FONTAINE_BOIS;;;;CHEMIN DI QUINCONCE;PARIS 20EME ARRONDISSEMENT;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.394397886747853, 48.86183258255721]}";48.8618325826,2.39439788675
450077152;FONTAINE_BOIS;GHM Bois;;53F;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.304798591029484, 48.83568554517727]}";48.8356855452,2.30479859103
450077164;FONTAINE_BOIS;Bayard D1;2;;RUE LAMARCK;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.344170842190131, 48.88609027770321]}";48.8860902777,2.34417084219
450077171;FONTAINE_BOIS;Bayard D1;;;PASSAGE FREQUEL;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.401393646995812, 48.857330023453564]}";48.8573300235,2.401393647
450077467;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE ADRIEN DALPAYRAT;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.313997988298447, 48.83848884157534]}";48.8384888416,2.3139979883
450077500;FONTAINE_BOIS;GHM Bois;;;ESPLANADE NATHALIE SARRAUTE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.363038340388293, 48.8879891388189]}";48.8879891388,2.36303834039
450077518;FONTAINE_BOIS;GHM Bois;;;AVENUE JACQUES DE LINIERS;PARIS 19EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.382426348218035, 48.8793114322358]}";48.8793114322,2.38242634822
450080099;FONTAINE_BOIS;GHM Bois;;;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.40007255913038, 48.865352277963936]}";48.865352278,2.40007255913
450080403;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CITE INTERNATIONALE UNIVERSITAIRE DE PARIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.33061466292387, 48.82064259911622]}";48.8206425991,2.33061466292
450080425;FONTAINE_BOIS;Santa Cole Atlantida;;;AVENUE DE FRANCE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.373555268202458, 48.831946285296894]}";48.8319462853,2.3735552682
450080307;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3118453642861, 48.80957280545145]}";48.8095728055,2.31184536429
450080312;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;NON;2020-11-24T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.311504420026344, 48.80886478459843]}";48.8088647846,2.31150442003
450080163;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.373488553008058, 48.75957843660812]}";48.7595784366,2.37348855301
450080170;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.376450630868275, 48.76698868285522]}";48.7669886829,2.37645063087
450080268;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.4140113733675213, 48.90599855109467]}";48.9059985511,2.41401137337
450080188;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.371001921283919, 48.76327170508417]}";48.7632717051,2.37100192128
450080283;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.369087895128659, 48.81396311005176]}";48.8139631101,2.36908789513
450080212;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.347812156040046, 48.9083782519289]}";48.9083782519,2.34781215604
450019326;FONTNE_WALLACE;Caryatides;;31F;RUE JULIETTE DODU;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.368527226672068, 48.87597957459014]}";48.8759795746,2.36852722667
450019323;FONTNE_WALLACE;Caryatides;;7;BOULEVARD DU PALAIS;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.34557441559009, 48.85485607952206]}";48.8548560795,2.34557441559
450019318;FONTNE_WALLACE;Caryatides;;9 FACE;RUE DE L ANNONCIATION;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.280340869477181, 48.856173022081535]}";48.8561730221,2.28034086948
450070730;FONTNE_WALLACE;Caryatides;16F;;PLACE ROBERT DESNOS;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.368530996728473, 48.877447441343385]}";48.8774474413,2.36853099673
450070398;FONTNE_WALLACE;Caryatides;2F;;BOULEVARD PASTEUR;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.310960102106085, 48.844992219063144]}";48.8449922191,2.31096010211
450019341;FONTNE_WALLACE;Caryatides;106;;RUE DE MEAUX;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.380933569916214, 48.88539177794356]}";48.8853917779,2.38093356992
450071687;FONTNE_WALLACE;Caryatides;;1;PLACE PIERRE RIBOULET;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.349572926316227, 48.822096409595275]}";48.8220964096,2.34957292632
450071039;FONTNE_WALLACE;Caryatides;;11;BOULEVARD EDGAR QUINET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.324953300344562, 48.84098292413998]}";48.8409829241,2.32495330034
450071236;FTNE_POING_EAU;Fontaine Poing d'Eau;50;;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;NON;2020-09-28T02:00:00+00:00;2021-03-31T02:00:00+00:00;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.411151575981659, 48.85154546583388]}";48.8515454658,2.41115157598
450071330;BORNE_FONTAINE;GHM Ville de Paris;;;PLACE LOUIS LEPINE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.347498858207022, 48.855304309536976]}";48.8553043095,2.34749885821
450072975;FONTAINE_ARCEAU;Fontaine Arceau;2;;RUE DU BUISSON SAINT LOUIS;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.372436004598818, 48.87184682172781]}";48.8718468217,2.3724360046
450080118;FONTAINE_ARCEAU;Fontaine Arceau;92;;RUE MONTMARTRE;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.344017647109816, 48.866993396077156]}";48.8669933961,2.34401764711
450080756;FONTAINE_ARCEAU;;20;;AVENUE RENE COTY;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.334106948376816, 48.82955527601882]}";48.829555276,2.33410694838
450025661;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.431567204010058, 48.82287032559464]}";48.8228703256,2.43156720401
450024979;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.300101116728372, 48.85346752004517]}";48.85346752,2.30010111673
450072304;FONTAINE_BOIS;Particulier;;;PLACE DE LA GARENNE;PARIS 14EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.319803866329443, 48.83381394309441]}";48.8338139431,2.31980386633
450071601;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE DU TEMPLE;PARIS 3EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.361003430303904, 48.86403519709038]}";48.8640351971,2.3610034303
450072595;FONTAINE_BOIS;Bayard D1;;;SQUARE EMMANUEL FLEURY;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.4111297781734162, 48.87056147658188]}";48.8705614766,2.41112977817
